2012-01-31,-17,767,В 4м/с,-19,768,В 4м/с
2012-02-01,-19,772,В 3м/с,-21,773,В 3м/с
2012-02-02,-19,772,В 2м/с,-21,772,В 2м/с
2012-02-03,-19,777,В 1м/с,-24,779,В 1м/с
2012-02-04,-15,776,С 2м/с,-20,774,С 2м/с
2012-02-05,-14,770,СВ 2м/с,-16,770,СВ 2м/с
2012-02-06,-13,769,В 2м/с,-14,767,В 2м/с
2012-02-07,-13,760,В 5м/с,-11,758,В 5м/с
2012-02-08,-12,756,В 3м/с,-16,758,В 3м/с
2012-02-09,-17,762,ЮВ 2м/с,-18,762,ЮВ 2м/с
2012-02-10,-14,763,ЮВ 2м/с,-16,764,ЮВ 2м/с
2012-02-11,-17,766,Ш,-25,766,Ш
2012-02-12,-17,764,ЮВ 1м/с,-18,764,ЮВ 1м/с
2012-02-13,-13,764,В 2м/с,-14,763,В 2м/с
2012-02-14,-11,758,ЮВ 4м/с,-14,757,ЮВ 4м/с
2012-02-15,-10,758,ЮВ 2м/с,-13,759,ЮВ 2м/с
2012-02-16,-8,758,В 3м/с,-12,758,В 3м/с
2012-02-17,-9,760,ЮВ 2м/с,-12,761,ЮВ 2м/с
2012-02-18,-6,762,СЗ 2м/с,-11,763,СЗ 2м/с
2012-02-19,-6,765,СЗ 2м/с,-10,764,СЗ 2м/с
2012-02-20,-5,761,З 1м/с,-10,760,З 1м/с
2012-02-21,-10,757,Ю 2м/с,-13,757,Ю 2м/с
2012-02-22,-8,756,Ю 2м/с,-13,755,Ю 2м/с
2012-02-23,-8,751,ЮВ 3м/с,-11,749,ЮВ 3м/с
2012-02-24,-10,746,ЮВ 4м/с,-10,746,ЮВ 4м/с
2012-02-25,-9,745,В 5м/с,-10,745,В 5м/с
2012-02-26,-9,746,В 4м/с,-8,747,В 4м/с
2012-02-27,-3,749,В 2м/с,-3,749,В 2м/с
2012-02-28,-1,745,ЮВ 2м/с,-2,745,ЮВ 2м/с
2012-03-01,-3,744,ЮВ 2м/с,-3,743,ЮВ 2м/с
2012-03-02,-3,740,В 2м/с,-6,739,В 2м/с
2012-03-03,-4,736,В 2м/с,-6,737,В 2м/с
2012-03-04,-3,741,ЮВ 2м/с,-6,743,ЮВ 2м/с
2012-03-05,-3,740,С 3м/с,-5,740,С 3м/с
2012-03-06,-3,741,В 2м/с,-6,743,В 2м/с
2012-03-07,-6,746,В 2м/с,-9,746,В 2м/с
2012-03-08,-7,750,В 2м/с,-7,750,В 2м/с
2012-03-09,-6,749,ЮВ 2м/с,-13,751,ЮВ 2м/с
2012-03-10,-13,754,В 2м/с,-15,755,В 2м/с
2012-03-11,-10,756,ЮВ 1м/с,-15,758,ЮВ 1м/с
2012-03-12,-12,755,Ю 2м/с,-16,753,Ю 2м/с
2012-03-13,-11,740,В 3м/с,-10,737,В 3м/с
2012-03-14,-5,728,В 3м/с,-2,722,В 3м/с
2012-03-15,-1,736,З 2м/с,-5,739,З 2м/с
2012-03-16,-3,743,СЗ 2м/с,-8,745,СЗ 2м/с
2012-03-17,-6,743,З 3м/с,-6,742,З 3м/с
2012-03-18,+1,742,З 4м/с,+1,741,З 4м/с
2012-03-19,+6,747,СЗ 1м/с,-1,749,СЗ 1м/с
2012-03-20,0,743,Ю 3м/с,0,743,Ю 3м/с
2012-03-21,+1,737,ЮЗ 5м/с,0,739,ЮЗ 5м/с
2012-03-22,+3,742,СЗ 2м/с,-1,737,СЗ 2м/с
2012-03-23,0,742,З 3м/с,-4,742,З 3м/с
2012-03-24,-2,740,С 2м/с,-4,743,С 2м/с
2012-03-25,-1,747,СЗ 3м/с,-4,749,СЗ 3м/с
2012-03-26,-3,747,ЮВ 3м/с,-3,737,ЮВ 3м/с
2012-03-27,0,732,ЮЗ 3м/с,-1,734,ЮЗ 3м/с
2012-03-28,-3,738,З 3м/с,-5,742,З 3м/с
2012-03-29,-2,746,ЮЗ 3м/с,-4,746,ЮЗ 3м/с
2012-03-30,+2,741,ЮЗ 5м/с,+3,742,ЮЗ 5м/с
2012-03-31,+3,739,ЮВ 3м/с,+1,738,ЮВ 3м/с
2012-04-01,+3,736,Ю 2м/с,+3,734,Ю 2м/с
2012-04-02,+4,742,З 3м/с,+1,744,З 3м/с
2012-04-03,+2,745,ЮЗ 3м/с,+1,748,ЮЗ 3м/с
2012-04-04,+4,755,З 3м/с,0,756,З 3м/с
2012-04-05,+8,751,Ю 3м/с,+7,749,Ю 3м/с
2012-04-06,+3,749,С 1м/с,+1,749,С 1м/с
2012-04-07,+9,748,ЮВ 2м/с,+7,746,ЮВ 2м/с
2012-04-08,+12,743,ЮВ 3м/с,+13,743,ЮВ 3м/с
2012-04-09,+19,743,ЮВ 2м/с,+15,742,ЮВ 2м/с
2012-04-10,+22,746,ЮВ 2м/с,+18,745,ЮВ 2м/с
2012-04-11,+12,746,З 4м/с,+8,749,З 4м/с
2012-04-12,+14,750,СВ 2м/с,+12,749,СВ 2м/с
2012-04-13,+21,740,Ю 4м/с,+14,743,Ю 4м/с
2012-04-14,+17,749,З 3м/с,+14,750,З 3м/с
2012-04-15,+20,752,СВ 1м/с,+17,751,СВ 1м/с
2012-04-16,+25,748,ЮВ 2м/с,+20,747,ЮВ 2м/с
2012-04-17,+29,746,ЮВ 3м/с,+23,745,ЮВ 3м/с
2012-04-18,+25,744,ЮЗ 3м/с,+21,743,ЮЗ 3м/с
2012-04-19,+24,745,СВ 2м/с,+19,746,СВ 2м/с
2012-04-20,+25,747,В 3м/с,+21,747,В 3м/с
2012-04-21,+28,747,ЮВ 3м/с,+22,747,ЮВ 3м/с
2012-04-22,+17,746,В 1м/с,+16,746,В 1м/с
2012-04-23,+25,747,ЮВ 1м/с,+21,746,ЮВ 1м/с
2012-04-24,+22,747,З 3м/с,+16,749,З 3м/с
2012-04-25,+23,752,СЗ 1м/с,+15,752,СЗ 1м/с
2012-04-26,+25,751,С 2м/с,+19,752,С 2м/с
2012-04-27,+25,749,З 1м/с,+19,749,З 1м/с
2012-04-28,+24,750,СЗ 2м/с,+19,749,СЗ 2м/с
2012-04-29,+22,748,З 3м/с,+21,744,З 3м/с
2012-04-30,+6,743,С 2м/с,+7,745,С 2м/с
2012-05-01,+11,745,С 2м/с,+9,741,С 2м/с
2012-05-02,+14,740,С 3м/с,+8,744,С 3м/с
2012-05-03,+13,740,З 2м/с,+8,741,З 2м/с
2012-05-04,+18,741,З 3м/с,+10,746,З 3м/с
2012-05-05,+16,751,З 1м/с,+8,751,З 1м/с
2012-05-06,+21,751,Ю 3м/с,+20,751,Ю 3м/с
2012-05-07,+27,752,З 2м/с,+22,752,З 2м/с
2012-05-08,+27,753,З 2м/с,+18,754,З 2м/с
2012-05-09,+29,757,З 2м/с,+21,757,З 2м/с
2012-05-10,+30,758,ЮЗ 3м/с,+22,756,ЮЗ 3м/с
2012-05-11,+26,755,С 2м/с,+19,754,С 2м/с
2012-05-12,+21,748,Ш,+21,748,Ш
2012-05-13,+29,746,З 2м/с,+20,746,З 2м/с
2012-05-14,+24,748,ЮВ 2м/с,+17,749,ЮВ 2м/с
2012-05-15,+21,752,СВ 3м/с,+16,754,СВ 3м/с
2012-05-16,+22,754,В 2м/с,+17,754,В 2м/с
2012-05-17,+21,753,З 1м/с,+18,752,З 1м/с
2012-05-18,+25,754,В 2м/с,+16,755,В 2м/с
2012-05-19,+27,758,З 2м/с,+17,758,З 2м/с
2012-05-20,+27,758,З 1м/с,+19,757,З 1м/с
2012-05-21,+27,755,С 1м/с,+19,754,С 1м/с
2012-05-22,+27,752,З 1м/с,+23,749,З 1м/с
2012-05-23,+26,746,Ю 1м/с,+22,745,Ю 1м/с
2012-05-24,+12,749,С 4м/с,+12,750,С 4м/с
2012-05-25,+15,749,В 3м/с,+15,749,В 3м/с
2012-05-26,+21,743,В 2м/с,+20,742,В 2м/с
2012-05-27,+25,741,З 2м/с,+20,741,З 2м/с
2012-05-28,+18,743,З 3м/с,+12,745,З 3м/с
2012-05-29,+25,746,З 2м/с,+16,747,З 2м/с
2012-05-30,+27,749,ЮЗ 2м/с,+22,748,ЮЗ 2м/с
2012-05-31,+23,746,ЮВ 1м/с,+22,746,ЮВ 1м/с
2012-06-01,+26,746,З 2м/с,+22,746,З 2м/с
2012-06-02,+25,746,З 2м/с,+19,746,З 2м/с
2012-06-03,+20,743,З 5м/с,+14,746,З 5м/с
2012-06-04,+12,746,З 2м/с,+11,748,З 2м/с
2012-06-05,+21,749,ЮЗ 2м/с,+19,749,ЮЗ 2м/с
2012-06-06,+22,747,Ш,+21,746,Ш
2012-06-07,+29,743,В 2м/с,+26,741,В 2м/с
2012-06-08,+33,741,ЮЗ 3м/с,+21,742,ЮЗ 3м/с
2012-06-09,+25,746,З 3м/с,+18,746,З 3м/с
2012-06-10,+24,749,СЗ 3м/с,+20,747,СЗ 3м/с
2012-06-11,+20,746,З 1м/с,+17,746,З 1м/с
2012-06-12,+27,748,З 2м/с,+21,746,З 2м/с
2012-06-13,+34,743,ЮЗ 3м/с,+24,744,ЮЗ 3м/с
2012-06-14,+33,746,ЮЗ 3м/с,+28,746,ЮЗ 3м/с
2012-06-15,+31,749,СВ 2м/с,+20,747,СВ 2м/с
2012-06-16,+31,743,В 3м/с,+27,740,В 3м/с
2012-06-17,+26,740,С 3м/с,+21,742,С 3м/с
2012-06-18,+23,744,СЗ 3м/с,+20,744,СЗ 3м/с
2012-06-19,+23,743,С 3м/с,+19,743,С 3м/с
2012-06-20,+21,743,СВ 2м/с,+19,743,СВ 2м/с
2012-06-21,+26,743,СВ 2м/с,+21,743,СВ 2м/с
2012-06-22,+19,742,Ш,+18,743,Ш
2012-06-23,+24,745,С 3м/с,+19,747,С 3м/с
2012-06-24,+24,747,С 2м/с,+18,748,С 2м/с
2012-06-25,+26,748,С 2м/с,+22,748,С 2м/с
2012-06-26,+29,749,Ю 3м/с,+25,747,Ю 3м/с
2012-06-27,+30,746,ЮВ 1м/с,+25,746,ЮВ 1м/с
2012-06-28,+29,743,В 2м/с,+25,741,В 2м/с
2012-06-29,+25,740,СЗ 2м/с,+19,742,СЗ 2м/с
2012-06-30,+26,746,З 2м/с,+22,746,З 2м/с
2012-07-01,+24,749,С 3м/с,+19,751,С 3м/с
2012-07-02,+19,749,СВ 2м/с,+19,746,СВ 2м/с
2012-07-03,+25,747,ЮВ 2м/с,+22,747,ЮВ 2м/с
2012-07-04,+28,749,ЮЗ 1м/с,+21,749,ЮЗ 1м/с
2012-07-05,+29,750,СЗ 2м/с,+22,749,СЗ 2м/с
2012-07-06,+27,749,СВ 2м/с,+24,748,СВ 2м/с
2012-07-07,+25,747,В 2м/с,+20,746,В 2м/с
2012-07-08,+25,748,СВ 2м/с,+21,748,СВ 2м/с
2012-07-09,+27,749,С 2м/с,+17,749,С 2м/с
2012-07-10,+30,750,З 2м/с,+21,749,З 2м/с
2012-07-11,+32,750,В 1м/с,+28,749,В 1м/с
2012-07-12,+34,748,СЗ 2м/с,+29,746,СЗ 2м/с
2012-07-13,+31,746,ЮВ 2м/с,+27,745,ЮВ 2м/с
2012-07-14,+29,743,В 2м/с,+25,743,В 2м/с
2012-07-15,+32,744,З 2м/с,+24,745,З 2м/с
2012-07-16,+32,745,ЮЗ 2м/с,+23,744,ЮЗ 2м/с
2012-07-17,+27,742,Ю 3м/с,+25,739,Ю 3м/с
2012-07-18,+19,742,З 6м/с,+16,745,З 6м/с
2012-07-19,+22,746,ЮЗ 3м/с,+21,745,ЮЗ 3м/с
2012-07-20,+23,746,ЮЗ 3м/с,+22,746,ЮЗ 3м/с
2012-07-21,+27,746,ЮЗ 3м/с,+19,748,ЮЗ 3м/с
2012-07-22,+26,752,З 3м/с,+18,754,З 3м/с
2012-07-23,+29,753,ЮЗ 3м/с,+22,752,ЮЗ 3м/с
2012-07-24,+23,750,З 2м/с,+19,750,З 2м/с
2012-07-25,+24,750,З 2м/с,+20,751,З 2м/с
2012-07-26,+24,749,СЗ 1м/с,+21,749,СЗ 1м/с
2012-07-27,+28,748,ЮЗ 2м/с,+23,746,ЮЗ 2м/с
2012-07-28,+25,748,СЗ 3м/с,+21,749,СЗ 3м/с
2012-07-29,+23,751,С 3м/с,+18,752,С 3м/с
2012-07-30,+25,750,СВ 3м/с,+17,750,СВ 3м/с
2012-07-31,+26,749,СЗ 2м/с,+19,747,СЗ 2м/с
2012-08-01,+30,749,СЗ 1м/с,+22,749,СЗ 1м/с
2012-08-02,+32,750,З 3м/с,+25,751,З 3м/с
2012-08-03,+31,750,С 2м/с,+26,750,С 2м/с
2012-08-04,+32,749,СЗ 2м/с,+26,749,СЗ 2м/с
2012-08-05,+33,748,СЗ 2м/с,+22,748,СЗ 2м/с
2012-08-06,+32,748,С 1м/с,+28,749,С 1м/с
2012-08-07,+31,750,СЗ 2м/с,+26,750,СЗ 2м/с
2012-08-08,+33,749,С 1м/с,+23,748,С 1м/с
2012-08-09,+37,745,З 1м/с,+23,748,З 1м/с
2012-08-10,+29,745,С 2м/с,+20,745,С 2м/с
2012-08-11,+22,747,СЗ 2м/с,+21,748,СЗ 2м/с
2012-08-12,+27,750,СВ 2м/с,+24,750,СВ 2м/с
2012-08-13,+30,749,СВ 2м/с,+25,749,СВ 2м/с
2012-08-14,+28,750,В 2м/с,+25,751,В 2м/с
2012-08-15,+28,748,В 3м/с,+21,746,В 3м/с
2012-08-16,+26,744,З 2м/с,+19,745,З 2м/с
2012-08-17,+21,746,В 1м/с,+19,745,В 1м/с
2012-08-18,+26,740,ЮЗ 3м/с,+19,740,ЮЗ 3м/с
2012-08-19,+23,745,СЗ 2м/с,+15,746,СЗ 2м/с
2012-08-20,+25,744,З 2м/с,+20,742,З 2м/с
2012-08-21,+24,739,З 2м/с,+19,739,З 2м/с
2012-08-22,+19,738,З 1м/с,+15,739,З 1м/с
2012-08-23,+22,741,С 2м/с,+17,742,С 2м/с
2012-08-24,+23,740,З 3м/с,+17,742,З 3м/с
2012-08-25,+21,744,СЗ 3м/с,+15,745,СЗ 3м/с
2012-08-26,+20,744,З 1м/с,+15,745,З 1м/с
2012-08-27,+22,748,СВ 2м/с,+18,748,СВ 2м/с
2012-08-28,+25,748,ЮВ 1м/с,+20,749,ЮВ 1м/с
2012-08-29,+28,747,ЮВ 2м/с,+23,745,ЮВ 2м/с
2012-08-30,+24,741,ЮЗ 3м/с,+17,740,ЮЗ 3м/с
2012-08-31,+13,745,С 3м/с,+12,747,С 3м/с
2012-09-01,+12,747,СЗ 2м/с,+10,748,СЗ 2м/с
2012-09-02,+12,753,С 2м/с,+7,754,С 2м/с
2012-09-03,+16,751,З 2м/с,+13,751,З 2м/с
2012-09-04,+18,749,СЗ 1м/с,+15,748,СЗ 1м/с
2012-09-05,+21,746,ЮВ 1м/с,+16,747,ЮВ 1м/с
2012-09-06,+23,748,З 2м/с,+15,748,З 2м/с
2012-09-07,+24,743,ЮЗ 2м/с,+20,742,ЮЗ 2м/с
2012-09-08,+15,742,СЗ 2м/с,+9,744,СЗ 2м/с
2012-09-09,+18,743,ЮЗ 3м/с,+16,741,ЮЗ 3м/с
2012-09-10,+11,743,З 4м/с,+10,745,З 4м/с
2012-09-11,+12,747,З 3м/с,+11,748,З 3м/с
2012-09-12,+14,747,З 2м/с,+11,745,З 2м/с
2012-09-13,+20,747,СЗ 2м/с,+15,747,СЗ 2м/с
2012-09-14,+24,749,СЗ 2м/с,+13,749,СЗ 2м/с
2012-09-15,+26,748,З 3м/с,+20,747,З 3м/с
2012-09-16,+27,743,З 3м/с,+17,742,З 3м/с
2012-09-17,+17,749,С 3м/с,+11,750,С 3м/с
2012-09-18,+18,752,СЗ 3м/с,+12,753,СЗ 3м/с
2012-09-19,+18,755,СВ 1м/с,+15,756,СВ 1м/с
2012-09-20,+19,756,В 2м/с,+11,756,В 2м/с
2012-09-21,+22,756,В 1м/с,+15,756,В 1м/с
2012-09-22,+22,755,Ю 2м/с,+13,755,Ю 2м/с
2012-09-23,+23,751,ЮВ 2м/с,+18,750,ЮВ 2м/с
2012-09-24,+12,743,ЮЗ 2м/с,+11,744,ЮЗ 2м/с
2012-09-25,+14,741,ЮЗ 5м/с,+11,743,ЮЗ 5м/с
2012-09-26,+13,748,ЮЗ 2м/с,+13,750,ЮЗ 2м/с
2012-09-27,+15,753,С 3м/с,+8,755,С 3м/с
2012-09-28,+14,757,З 2м/с,+10,756,З 2м/с
2012-09-29,+14,751,Ю 2м/с,+14,751,Ю 2м/с
2012-09-30,+18,752,Ш,+12,751,Ш
2012-10-01,+13,743,З 6м/с,+10,745,З 6м/с
2012-10-02,+10,754,СЗ 4м/с,+8,755,СЗ 4м/с
2012-10-03,+12,755,С 2м/с,+6,756,С 2м/с
2012-10-04,+9,756,Ю 1м/с,+8,755,Ю 1м/с
2012-10-05,+13,754,Ю 1м/с,+13,753,Ю 1м/с
2012-10-06,+9,749,Ю 3м/с,+11,748,Ю 3м/с
2012-10-07,+17,749,З 2м/с,+15,748,З 2м/с
2012-10-08,+21,748,Ю 3м/с,+15,747,Ю 3м/с
2012-10-09,+23,744,ЮВ 2м/с,+18,742,ЮВ 2м/с
2012-10-10,+12,746,ЮЗ 3м/с,+10,750,ЮЗ 3м/с
2012-10-11,+15,754,З 1м/с,+10,754,З 1м/с
2012-10-12,+13,750,В 2м/с,+12,747,В 2м/с
2012-10-13,+10,742,З 2м/с,+8,743,З 2м/с
2012-10-14,+7,750,СЗ 3м/с,+6,753,СЗ 3м/с
2012-10-15,+10,758,З 3м/с,+4,759,З 3м/с
2012-10-16,+13,760,Ш,+10,760,Ш
2012-10-17,+10,758,В 2м/с,+9,758,В 2м/с
2012-10-18,+15,759,ЮЗ 2м/с,+14,760,ЮЗ 2м/с
2012-10-19,+17,761,ЮЗ 3м/с,+12,761,ЮЗ 3м/с
2012-10-20,+17,756,ЮЗ 4м/с,+13,755,ЮЗ 4м/с
2012-10-21,+13,754,З 2м/с,+12,750,З 2м/с
2012-10-22,+11,747,З 2м/с,+4,750,З 2м/с
2012-10-23,+1,756,С 2м/с,+1,757,С 2м/с
2012-10-24,+3,752,В 1м/с,+3,751,В 1м/с
2012-10-25,+3,748,З 2м/с,+3,747,З 2м/с
2012-10-26,+4,739,Ю 2м/с,+5,738,Ю 2м/с
2012-10-27,+6,753,ЮВ 2м/с,+6,753,ЮВ 2м/с
2012-10-28,+14,747,Ю 4м/с,+10,747,Ю 4м/с
2012-10-29,+2,753,В 2м/с,+2,752,В 2м/с
2012-10-30,+14,750,ЮВ 3м/с,+13,751,ЮВ 3м/с
2012-11-01,+6,756,З 1м/с,+3,757,З 1м/с
2012-11-02,+1,758,С 1м/с,+1,759,С 1м/с
2012-11-03,+4,757,З 2м/с,0,756,З 2м/с
2012-11-04,+2,754,ЮЗ 3м/с,+3,754,ЮЗ 3м/с
2012-11-05,+7,752,ЮЗ 2м/с,+5,752,ЮЗ 2м/с
2012-11-06,+11,748,ЮВ 1м/с,+10,746,ЮВ 1м/с
2012-11-07,+8,744,Ш,+5,745,Ш
2012-11-08,+6,743,ЮЗ 3м/с,+4,743,ЮЗ 3м/с
2012-11-09,+3,748,ЮЗ 2м/с,+5,748,ЮЗ 2м/с
2012-11-10,+2,749,СЗ 3м/с,-1,752,СЗ 3м/с
2012-11-11,0,760,С 3м/с,-1,760,С 3м/с
2012-11-12,-1,761,ЮЗ 2м/с,-1,759,ЮЗ 2м/с
2012-11-13,0,753,ЮЗ 4м/с,+1,752,ЮЗ 4м/с
2012-11-14,+1,748,СЗ 3м/с,0,748,СЗ 3м/с
2012-11-15,0,748,З 1м/с,-1,746,З 1м/с
2012-11-16,+4,737,ЮЗ 5м/с,+1,740,ЮЗ 5м/с
2012-11-17,+1,750,С 2м/с,0,754,С 2м/с
2012-11-18,0,758,З 2м/с,0,759,З 2м/с
2012-11-19,+1,760,ЮЗ 2м/с,+1,761,ЮЗ 2м/с
2012-11-20,+2,762,З 2м/с,+2,762,З 2м/с
2012-11-21,+2,762,З 2м/с,+2,763,З 2м/с
2012-11-22,+1,765,З 1м/с,0,765,З 1м/с
2012-11-23,+1,764,ЮЗ 3м/с,0,763,ЮЗ 3м/с
2012-11-24,-1,759,З 2м/с,-1,759,З 2м/с
2012-11-25,-2,760,ЮВ 1м/с,-3,759,ЮВ 1м/с
2012-11-26,-3,754,Ю 2м/с,-3,752,Ю 2м/с
2012-11-27,-1,747,ЮЗ 2м/с,-1,746,ЮЗ 2м/с
2012-11-28,-3,749,СЗ 1м/с,-3,750,СЗ 1м/с
2012-11-29,-4,752,Ш,-5,751,Ш
2012-11-30,-3,752,В 4м/с,-2,750,В 4м/с
2012-12-01,+4,749,ЮЗ 1м/с,+5,750,ЮЗ 1м/с
2012-12-02,+4,749,В 2м/с,+6,745,В 2м/с
2012-12-03,+2,749,СЗ 2м/с,0,750,СЗ 2м/с
2012-12-04,+2,742,В 4м/с,+5,739,В 4м/с
2012-12-05,+3,744,С 1м/с,+1,747,С 1м/с
2012-12-06,-1,751,СВ 2м/с,-3,751,СВ 2м/с
2012-12-07,+1,749,В 3м/с,0,749,В 3м/с
2012-12-08,0,754,В 2м/с,0,756,В 2м/с
2012-12-09,-2,761,В 2м/с,-3,762,В 2м/с
2012-12-10,-6,765,В 2м/с,-9,766,В 2м/с
2012-12-11,-12,766,В 2м/с,-13,767,В 2м/с
2012-12-12,-11,769,В 2м/с,-11,769,В 2м/с
2012-12-13,-12,774,В 4м/с,-14,774,В 4м/с
2012-12-14,-12,775,СВ 1м/с,-13,775,СВ 1м/с
2012-12-15,-12,777,С 1м/с,-15,775,С 1м/с
2012-12-16,-10,768,СВ 2м/с,-15,768,СВ 2м/с
2012-12-17,-14,770,ЮВ 2м/с,-16,771,ЮВ 2м/с
2012-12-18,-15,774,В 2м/с,-17,775,В 2м/с
2012-12-19,-15,776,В 1м/с,-16,775,В 1м/с
2012-12-20,-15,772,В 3м/с,-15,770,В 3м/с
2012-12-21,-11,763,СВ 2м/с,-14,761,СВ 2м/с
2012-12-22,-15,757,С 1м/с,-18,757,С 1м/с
2012-12-23,-22,756,СЗ 3м/с,-23,756,СЗ 3м/с
2012-12-24,-18,760,СЗ 2м/с,-18,761,СЗ 2м/с
2012-12-25,-13,763,Ш,-14,763,Ш
2012-12-26,-9,756,ЮЗ 3м/с,-7,752,ЮЗ 3м/с
2012-12-27,-5,752,ЮЗ 3м/с,-5,749,ЮЗ 3м/с
2012-12-28,+2,749,ЮЗ 2м/с,+1,751,ЮЗ 2м/с
2012-12-29,-3,749,Ю 2м/с,-2,748,Ю 2м/с
2012-12-30,-9,746,З 1м/с,-9,746,З 1м/с
2012-12-31,-8,748,СЗ 1м/с,-8,748,СЗ 1м/с
